Id,Class
1,0.114999605
2,0.179240441
3,0.153115538
4,0.221209722
5,0.127012353
6,0.188311135
7,0.136122531
8,0.165526365
9,0.132772126
10,0.256155295
11,0.185557547
12,0.230127154
13,0.181627703
14,0.134835981
15,0.235519609
16,0.261128521
17,0.112801272
18,0.180958314
19,0.24457841
20,0.22945101
21,0.33027021
22,0.148446185
23,0.137380466
24,0.125537238
25,0.214470546
26,0.176850193
27,0.098335842
28,0.243403249
29,0.214580547
30,0.203410004
31,0.228019917
32,0.235673051
33,0.187530553
34,0.18124728
35,0.222605709
36,0.289861309
37,0.150594295
38,0.121601196
39,0.174027665
40,0.167549458
41,0.224287368
42,0.219735378
43,0.124230849
44,0.172444288
45,0.187972295
46,0.200607648
47,0.144051357
48,0.173211903
49,0.216847961
50,0.33116284
51,0.110128435
52,0.097140251
53,0.178541486
54,0.16313834
55,0.18116178
56,0.341767981
57,0.134483432
58,0.283519505
59,0.267853366
60,0.108500945
61,0.144072819
62,0.152473207
63,0.167272464
64,0.106730192
65,0.19491189
66,0.230271377
67,0.161455492
68,0.24820875
69,0.147667867
70,0.248035909
71,0.259892872
72,0.286325299
73,0.167048209
74,0.154826894
75,0.176116031
76,0.134878138
77,0.295651736
78,0.162126489
79,0.242904622
80,0.173382664
81,0.17135957
82,0.103223526
83,0.11829212
84,0.162659669
85,0.166449711
86,0.165666976
87,0.172488372
88,0.20031647
89,0.197199767
90,0.16956811
91,0.263947985
92,0.208477357
93,0.19320858
94,0.155964776
95,0.199417375
96,0.197054441
97,0.203852136
98,0.109302155
99,0.285971704
100,0.182416166
101,0.145421514
102,0.226699911
103,0.255663165
104,0.241956866
105,0.367501224
106,0.161643275
107,0.174075431
108,0.216638175
109,0.262327042
110,0.198444923
111,0.229087728
112,0.1984289
113,0.240916764
114,0.181140131
115,0.186596077
116,0.197414257
117,0.197025945
118,0.241438616
119,0.328578778
120,0.195310387
121,0.217064046
122,0.151789968
123,0.106832458
124,0.214410862
125,0.093049959
126,0.193443663
127,0.217358573
128,0.338501842
129,0.14362289
130,0.241120154
131,0.171611091
132,0.215583346
133,0.111559964
134,0.178709954
135,0.182792566
136,0.142061535
137,0.15464433
138,0.220227796
139,0.180905144
140,0.191665654
141,0.191598986
142,0.259536402
143,0.162079557
144,0.184227557
145,0.115539479
146,0.183224161
147,0.196436605
148,0.15643504
149,0.301456825
150,0.246280872
151,0.191051223
152,0.287667735
153,0.190249917
154,0.164098756
155,0.195222343
156,0.22955664
157,0.132829821
158,0.172030574
159,0.256218148
160,0.171007698
161,0.10447029
162,0.299767312
163,0.210031211
164,0.297391288
165,0.130238875
166,0.243591572
167,0.252375831
168,0.199987199
169,0.181601654
170,0.205248172
171,0.21217379
172,0.208187511
173,0.109218457
174,0.157966336
175,0.233966525
176,0.229347814
177,0.171655457
178,0.289230656
179,0.203487309
180,0.138542345
181,0.237599158
182,0.238729033
183,0.145690343
184,0.345448958
185,0.092665916
186,0.164719736
187,0.22319635
188,0.200326812
189,0.128658127
190,0.135268584
191,0.247089236
192,0.179517987
193,0.196997354
194,0.129933484
195,0.340490007
196,0.244811617
197,0.182546167
198,0.263781606
199,0.279091532
200,0.182421604
201,0.15296337
202,0.266451997
203,0.214440297
204,0.188729109
205,0.196789349
206,0.172321663
207,0.212743267
208,0.153507891
209,0.174346631
210,0.206070552
211,0.163059683
212,0.203734267
213,0.234616573
214,0.103408361
215,0.230251593
216,0.150216709
217,0.215914153
218,0.156310931
219,0.115134591
220,0.288619222
221,0.122805442
222,0.258180711
223,0.171875621
224,0.312359082
225,0.160669175
226,0.129877696
227,0.170345335
228,0.241357146
229,0.250238045
230,0.154278788
231,0.157820418
232,0.153436569
233,0.183790938
234,0.194391071
235,0.302426469
236,0.129844985
237,0.149050366
238,0.111683713
239,0.084703104
240,0.330683324
241,0.110953301
242,0.1279854
243,0.25137393
244,0.169362871
245,0.197652712
246,0.201210663
247,0.28805114
248,0.13409629
249,0.323289344
250,0.268943836
251,0.186140333
252,0.085049227
253,0.250622663
254,0.105598363
255,0.170234275
256,0.132910011
257,0.249534603
258,0.181666203
259,0.208811018
260,0.193350299
261,0.201487372
262,0.190480239
263,0.153370549
264,0.212018804
265,0.153600612
266,0.198455798
267,0.239241004
268,0.27931934
269,0.184340239
270,0.165359496
271,0.195427853
272,0.276218173
273,0.10065441
274,0.182555833
275,0.278330731
276,0.126087956
277,0.163451762
278,0.194904323
279,0.210098869
280,0.300186982
281,0.204271691
282,0.121352166
283,0.179322431
284,0.222857038
285,0.226169606
286,0.250229764
287,0.14879447
288,0.162206262
289,0.23658433
290,0.171572052
291,0.171072157
292,0.278905805
293,0.215983608
294,0.21530008
295,0.16581211
296,0.104847095
297,0.131846788
298,0.175922065
299,0.147591729
300,0.211742652
301,0.270891694
302,0.214790014
303,0.241339965
304,0.219659051
305,0.23479981
306,0.318912688
307,0.247883853
308,0.212910276
309,0.149629957
310,0.296095081
311,0.139750851
312,0.257366446
313,0.163614171
314,0.175210909
315,0.101037991
316,0.298924506
317,0.196480385
318,0.224890314
319,0.237120445
320,0.152433121
321,0.199699058
322,0.1462893
323,0.270506129
324,0.148891783
325,0.194045352
326,0.110371245
327,0.21258394
328,0.293636355
329,0.165527758
330,0.189261593
331,0.223962041
332,0.158394154
333,0.26131619
334,0.14860929
335,0.139457891
336,0.078462904
337,0.223460431
338,0.275771684
339,0.185296845
340,0.327678675
341,0.126993168
342,0.116046544
343,0.187051841
344,0.111741956
345,0.309760891
346,0.230678089
347,0.165738284
348,0.146200703
349,0.154656604
350,0.235832179
351,0.27523695
352,0.171654721
353,0.124468192
354,0.110412171
355,0.138832869
356,0.220045377
357,0.112676447
358,0.170888048
359,0.197639631
360,0.140186241
361,0.103329996
362,0.167453588
363,0.155948823
364,0.192506582
365,0.29404726
366,0.100841454
367,0.172539463
368,0.244846282
369,0.206213259
370,0.19651578
371,0.194674853
372,0.120194825
373,0.237568255
374,0.129028047
375,0.304789978
376,0.309212807
377,0.259500853
378,0.19858087
379,0.181198665
380,0.152335808
381,0.102979046
382,0.189030032
383,0.314545298
384,0.080270394
385,0.175217308
386,0.167362795
387,0.2018442
388,0.259836764
389,0.18813797
390,0.349522952
391,0.182751598
392,0.180298627
393,0.149888604
394,0.280611024
395,0.139305469
396,0.205635487
397,0.189834221
398,0.276990995
399,0.260301723
400,0.186992135
401,0.20800938
402,0.13941592
403,0.237284327
404,0.194368169
405,0.131947959
406,0.274699534
407,0.174400554
408,0.130752367
409,0.341683346
410,0.134466148
411,0.220297676
412,0.269608077
413,0.239349958
414,0.261446861
415,0.331879873
