Id,Class
1,0.0002807803
2,0.0010066273
3,0.0002807803
4,0.00065731246
5,0.0002807803
6,0.00065731246
7,0.0002807803
8,0.001170748
9,0.0002807803
10,0.0009234309
11,0.0009234309
12,0.0008968496
13,0.0011370557
14,0.0002807803
15,0.001036459
16,0.998331
17,0.00065731246
18,0.0011370557
19,0.00028910738
20,0.0011370557
21,0.00028910738
22,0.0002807803
23,0.0002807803
24,0.0002807803
25,0.0010066273
26,0.0011370557
27,0.0002807803
28,0.001170748
29,0.001170748
30,0.001036459
31,0.001170748
32,0.00028910738
33,0.00028910738
34,0.998331
35,0.0002807803
36,0.0009234309
37,0.0008968496
38,0.0002807803
39,0.0002807803
40,0.0002807803
41,0.001170748
42,0.001036459
43,0.0002807803
44,0.0002807803
45,0.0002807803
46,0.0011370557
47,0.0002807803
48,0.0008968496
49,0.001170748
50,0.00067679904
51,0.0002807803
52,0.0002807803
53,0.00065731246
54,0.0010066273
55,0.0008968496
56,0.001170748
57,0.0011370557
58,0.001170748
59,0.001170748
60,0.0002807803
61,0.0002807803
62,0.0002807803
63,0.0002807803
64,0.0002807803
65,0.0011370557
66,0.001170748
67,0.0002807803
68,0.001170748
69,0.0002807803
70,0.998331
71,0.001170748
72,0.0010066273
73,0.0002807803
74,0.0002807803
75,0.0002807803
76,0.0002807803
77,0.0009234309
78,0.0002807803
79,0.0008968496
80,0.0010066273
81,0.0002807803
82,0.0002807803
83,0.001036459
84,0.0010066273
85,0.0010066273
86,0.00065731246
87,0.0008968496
88,0.0002807803
89,0.0002807803
90,0.0011370557
91,0.001170748
92,0.001170748
93,0.0002807803
94,0.0002807803
95,0.00065731246
96,0.0002807803
97,0.0002807803
98,0.0002807803
99,0.001170748
100,0.001036459
101,0.0002807803
102,0.001170748
103,0.001036459
104,0.0009234309
105,0.001170748
106,0.0002807803
107,0.0002807803
108,0.001170748
109,0.0009234309
110,0.001036459
111,0.0002807803
112,0.0002807803
113,0.998331
114,0.0002807803
115,0.0002807803
116,0.0002807803
117,0.0002807803
118,0.00065731246
119,0.998331
120,0.00028910738
121,0.00028910738
122,0.0002807803
123,0.0002807803
124,0.00028910738
125,0.0002807803
126,0.001170748
127,0.00028910738
128,0.998331
129,0.0002807803
130,0.001170748
131,0.001170748
132,0.998331
133,0.0002807803
134,0.00028910738
135,0.0009234309
136,0.0002807803
137,0.0008968496
138,0.0011370557
139,0.0010066273
140,0.00065731246
141,0.0002807803
142,0.001036459
143,0.0008968496
144,0.0002807803
145,0.00065731246
146,0.0002807803
147,0.0011370557
148,0.0008968496
149,0.001170748
150,0.001170748
151,0.00065731246
152,0.001170748
153,0.0002807803
154,0.0008968496
155,0.001170748
156,0.001170748
157,0.0002807803
158,0.0002807803
159,0.00065731246
160,0.0002807803
161,0.0002807803
162,0.001170748
163,0.001170748
164,0.001170748
165,0.0008968496
166,0.0002807803
167,0.00028910738
168,0.0011370557
169,0.0002807803
170,0.00067679904
171,0.00065731246
172,0.0010066273
173,0.0002807803
174,0.0002807803
175,0.00028910738
176,0.0008968496
177,0.0002807803
178,0.0002807803
179,0.0008968496
180,0.00065731246
181,0.001170748
182,0.0011370557
183,0.0008968496
184,0.0011370557
185,0.0002807803
186,0.0002807803
187,0.0011370557
188,0.0011370557
189,0.0002807803
190,0.0002807803
191,0.0011370557
192,0.0002807803
193,0.0008968496
194,0.0002807803
195,0.0002807803
196,0.0009234309
197,0.0011370557
198,0.0009234309
199,0.001170748
200,0.0010066273
201,0.0002807803
202,0.001170748
203,0.0002807803
204,0.0002807803
205,0.00065731246
206,0.0002807803
207,0.0009234309
208,0.0002807803
209,0.0002807803
210,0.0008968496
211,0.00065731246
212,0.0002807803
213,0.00028910738
214,0.0002807803
215,0.00028910738
216,0.0002807803
217,0.0002807803
218,0.0002807803
219,0.0002807803
220,0.998331
221,0.0002807803
222,0.001170748
223,0.0002807803
224,0.998331
225,0.0011370557
226,0.0002807803
227,0.0002807803
228,0.0009234309
229,0.00028910738
230,0.0002807803
231,0.0002807803
232,0.0002807803
233,0.0002807803
234,0.001170748
235,0.001170748
236,0.0010066273
237,0.0002807803
238,0.0002807803
239,0.0010066273
240,0.0002807803
241,0.0002807803
242,0.0002807803
243,0.00067679904
244,0.9982816
245,0.0011370557
246,0.0008968496
247,0.001170748
248,0.0002807803
249,0.001170748
250,0.0002807803
251,0.0011370557
252,0.0002807803
253,0.001170748
254,0.0002807803
255,0.0002807803
256,0.0002807803
257,0.00028910738
258,0.0002807803
259,0.001036459
260,0.0002807803
261,0.00065731246
262,0.00065731246
263,0.0002807803
264,0.001170748
265,0.0002807803
266,0.0002807803
267,0.00028910738
268,0.001170748
269,0.0002807803
270,0.0002807803
271,0.0002807803
272,0.00067679904
273,0.0002807803
274,0.0002807803
275,0.0011370557
276,0.0002807803
277,0.0008968496
278,0.0002807803
279,0.00065731246
280,0.998331
281,0.0002807803
282,0.00065731246
283,0.0002807803
284,0.0010066273
285,0.001170748
286,0.00067679904
287,0.0002807803
288,0.0002807803
289,0.001170748
290,0.0002807803
291,0.0002807803
292,0.00028910738
293,0.0002807803
294,0.0011370557
295,0.0002807803
296,0.0002807803
297,0.0010066273
298,0.0002807803
299,0.00067679904
300,0.001170748
301,0.001170748
302,0.001170748
303,0.0009234309
304,0.0002807803
305,0.0008968496
306,0.001170748
307,0.001170748
308,0.001170748
309,0.0002807803
310,0.001170748
311,0.0002807803
312,0.001170748
313,0.0002807803
314,0.0002807803
315,0.0002807803
316,0.001170748
317,0.001036459
318,0.0011370557
319,0.0009234309
320,0.0002807803
321,0.001170748
322,0.0002807803
323,0.001170748
324,0.0011370557
325,0.0002807803
326,0.0008968496
327,0.00065731246
328,0.001170748
329,0.0002807803
330,0.0010066273
331,0.001170748
332,0.0008968496
333,0.00028910738
334,0.0002807803
335,0.00065731246
336,0.0002807803
337,0.0002807803
338,0.0009234309
339,0.00028910738
340,0.00028910738
341,0.0002807803
342,0.0002807803
343,0.0002807803
344,0.0002807803
345,0.001170748
346,0.001170748
347,0.00065731246
348,0.00065731246
349,0.0008968496
350,0.998331
351,0.00067679904
352,0.0002807803
353,0.0011370557
354,0.0002807803
355,0.0002807803
356,0.001170748
357,0.0002807803
358,0.0002807803
359,0.0011370557
360,0.0002807803
361,0.0002807803
362,0.0011370557
363,0.0002807803
364,0.998331
365,0.998331
366,0.0002807803
367,0.0008968496
368,0.0011370557
369,0.00065731246
370,0.00028910738
371,0.0008968496
372,0.0002807803
373,0.00067679904
374,0.0002807803
375,0.001170748
376,0.998331
377,0.00028910738
378,0.00028910738
379,0.0002807803
380,0.0002807803
381,0.0002807803
382,0.00065731246
383,0.001170748
384,0.0002807803
385,0.0002807803
386,0.0002807803
387,0.0002807803
388,0.001170748
389,0.0011370557
390,0.998331
391,0.00065731246
392,0.0011370557
393,0.0008968496
394,0.001170748
395,0.0011370557
396,0.001170748
397,0.0011370557
398,0.001036459
399,0.001170748
400,0.0002807803
401,0.0011370557
402,0.0002807803
403,0.001170748
404,0.0002807803
405,0.0008968496
406,0.001170748
407,0.0002807803
408,0.0008968496
409,0.001170748
410,0.0002807803
411,0.001170748
412,0.0009234309
413,0.0011370557
414,0.001170748
415,0.001170748
416,0.0002807803
417,0.0008968496
418,0.001170748
419,0.00028910738
420,0.001170748
421,0.0002807803
422,0.001170748
423,0.0010066273
424,0.001170748
425,0.0009234309
426,0.0002807803
427,0.001170748
428,0.0002807803
429,0.001170748
430,0.0011370557
431,0.0011370557
432,0.0008968496
433,0.001170748
434,0.0002807803
435,0.0008968496
436,0.001170748
437,0.0008968496
438,0.998331
439,0.0008968496
440,0.0011370557
441,0.00065731246
442,0.0002807803
443,0.00065731246
444,0.0002807803
445,0.0002807803
446,0.001170748
447,0.0002807803
448,0.0002807803
449,0.0011370557
450,0.0011370557
451,0.0002807803
452,0.001170748
453,0.0011370557
454,0.0008968496
455,0.0008968496
456,0.00067679904
457,0.0002807803
458,0.0002807803
459,0.001170748
460,0.0002807803
461,0.00028910738
462,0.0002807803
463,0.0010066273
464,0.001170748
465,0.0002807803
466,0.0002807803
467,0.001170748
468,0.0010066273
469,0.00065731246
470,0.0002807803
471,0.0009234309
472,0.001036459
473,0.00065731246
474,0.0010066273
475,0.0011370557
476,0.0002807803
477,0.001170748
478,0.00028910738
479,0.0002807803
480,0.0002807803
481,0.0008968496
482,0.001036459
483,0.0002807803
484,0.0002807803
485,0.0011370557
486,0.001170748
487,0.00065731246
488,0.001170748
489,0.0010066273
490,0.0010066273
491,0.0002807803
492,0.0002807803
493,0.00065731246
494,0.0008968496
495,0.00028910738
496,0.0002807803
497,0.0002807803
498,0.0002807803
499,0.0002807803
500,0.0009234309
501,0.0002807803
502,0.001170748
503,0.0002807803
504,0.0011370557
505,0.00065731246
506,0.00067679904
507,0.001170748
508,0.001036459
509,0.0011370557
510,0.0002807803
511,0.0002807803
512,0.0011370557
513,0.0002807803
514,0.001170748
515,0.0011370557
516,0.00065731246
517,0.0002807803
518,0.001170748
519,0.0011370557
520,0.00028910738
521,0.0002807803
522,0.0002807803
523,0.0002807803
524,0.001170748
525,0.0002807803
526,0.001170748
527,0.0002807803
528,0.0002807803
529,0.0002807803
530,0.0002807803
531,0.00065731246
532,0.0011370557
533,0.0002807803
534,0.00028910738
535,0.0002807803
536,0.001170748
537,0.0002807803
538,0.0002807803
539,0.0002807803
540,0.0009234309
541,0.0008968496
542,0.0002807803
543,0.0011370557
544,0.0002807803
545,0.00065731246
546,0.0011370557
547,0.0002807803
548,0.00065731246
549,0.001170748
550,0.00067679904
551,0.0008968496
552,0.0002807803
553,0.0002807803
554,0.00065731246
555,0.0011370557
556,0.0002807803
557,0.0002807803
558,0.0002807803
559,0.001170748
560,0.0002807803
561,0.0011370557
562,0.001036459
563,0.0002807803
564,0.0002807803
565,0.001036459
566,0.001170748
567,0.0008968496
568,0.0002807803
569,0.0002807803
570,0.0002807803
571,0.001170748
572,0.001170748
573,0.001170748
574,0.0002807803
575,0.0002807803
576,0.0002807803
577,0.0002807803
578,0.0002807803
579,0.00028910738
580,0.001036459
581,0.001170748
582,0.00065731246
583,0.0002807803
584,0.0010066273
585,0.0002807803
586,0.0002807803
587,0.00028910738
588,0.00065731246
589,0.0002807803
590,0.001170748
591,0.0011370557
592,0.00028910738
593,0.0011370557
594,0.00065731246
595,0.001170748
596,0.001170748
597,0.001170748
598,0.0002807803
599,0.0002807803
600,0.0002807803
601,0.0008968496
602,0.0002807803
603,0.00067679904
604,0.0011370557
605,0.001170748
606,0.998331
607,0.0009234309
608,0.0008968496
